vendorCode;price
JTC-3827;970
JTC-3829A;1390
JTC-3829;1060
JTC-3202-17;990
JTC-3921-17;1035
JTC-5812-22;1360
JTC-3403A-09;3745
JTC-3921-30;42
JTC-5547;1650
JTC-5548;2170
JTC-6744;2500
JTC-3202-09;85
JTC-3921-09;85
JTC-3403A-08;155
JTC-3403A-18;275
JTC-5805;1030
JTC-5837;7365
JTC-3801;6200
JTC-3832;13850
JTC-3404;6440
JTC-3929;5350
JTC-3405;6360
JTC-3930B;5660
JTC-3930;5350
JTC-5719;8650
JTC-5718;8700
JTC-5644;4400
JTC-3830;10150
JTC-3821;11400
JTC-5052;16750
JTC-3831;6690
JTC-3737;185
JTC-3738;170
JTC-3748;545
JTC-3746;250
JTC-3747;355
JTC-3736;120
JTC-3338;980
JTC-3337;1025
JTC-3336;580
JTC-3339;1220
JTC-3330;660
JTC-3331;700
JTC-3328;440
JTC-3329;695
JTC-3332;730
JTC-3333;2805
JTC-3326;300
JTC-3327;300
JTC-5829;1160
JTC-5830;1230
JTC-3309-11;165
JTC-3309;4450
JTC-3310;5100
JTC-3340;16200
JTC-3310K;12750
JTC-5421;3670
JTC-3310-14;125
JTC-3837;8235
JTC-3833;7700
JTC-3320A;7550
JTC-3825A;18700
JTC-3321;3100
JTC-5446;45900
JTC-5813;49500
JTC-5814;61500
JTC-5901;69200
JTC-5223;74500
JTC-7660;33000
JTC-5812;11475
JTC-5335;11700
JTC-5436;13095
JTC-7657;9990
JTC-3834;13125
JTC-3401;11770
JTC-3921;9850
JTC-3202;9950
JTC-5001A;7560
JTC-5301;12080
JTC-7656;12300
JTC-5212;15100
JTC-3836;9150
JTC-7658;16200
JTC-5816;14300
JTC-3403;26000
JTC-5216;19000
JTC-7659;29700
JTC-5303;29900
JTC-5006;8670
JTC-5006A;8300
JTC-5301-23;100
JTC-5436-23;110
JTC-3202-19;75
JTC-5812-25;85
JTC-3403A-28;215
JTC-3921-19;85
JTC-3202-08A;1600
JTC-3921-08S;1705
JTC-5812-07S;2560
JTC-5212-07S;3100
JTC-3403A-07;3750
JTC-5816-07S;3360
JTC-3203-07-1;7800
JTC-5006-06;2750
JTC-3202-23;50
JTC-3401A-26;80
JTC-5001-26;200
JTC-5212-28;155
JTC-5301-25;190
JTC-5335-43;170
JTC-5436-26;280
JTC-5812-28;150
JTC-5814-11;350
JTC-3921-31;35
JTC-3403A-19;150
JTC-3921-26;100
JTC-3921-32;450
JTC-5001-07;1585
JTC-5001-08;580
JTC-3202-06;50
JTC-3202-07;35
JTC-3202-11;1615
JTC-3202-15;255
JTC-3202-21;265
JTC-3202-29;50
JTC-3202-33;225
JTC-3202-35;110
JTC-3202-36;145
JTC-3834-25;1220
JTC-3203-34-1+47-1;520
JTC-3203-47-1;85
JTC-3403A-04;75
JTC-3403A-05;75
JTC-3403A-06;40
JTC-3403A-07S;4960
JTC-3403A-10;1890
JTC-3834-05;340
JTC-3834-06;100
JTC-3834-07;100
JTC-3834-15;55
JTC-3834-16;380
JTC-3834-17;1270
JTC-3834-18;1585
JTC-3834-19;105
JTC-3834-20;3750
JTC-3834-22;205
JTC-3834-26S;2480
JTC-3834-31;400
JTC-3834-32;50
JTC-3834-33;60
JTC-3834-34F;125
JTC-3834-34R;125
JTC-3834-35;50
JTC-3834-40;70
JTC-3836-32;50
JTC-3921-06;70
JTC-3921-07;35
JTC-3921-15;330
JTC-3921-21;265
JTC-3921-29;35
JTC-3921-25;40
JTC-5001-04;85
JTC-5001-05;55
JTC-5001-06S;1790
JTC-5001-10;170
JTC-5001-20;1050
JTC-5001-23;70
JTC-5001-27;660
JTC-5001-29;85
JTC-5001-28+30;340
JTC-5001-31;100
JTC-5001-32;35
JTC-5001A-04;50
JTC-5006-06S;2655
JTC-5212-15;120
JTC-5212-16;120
JTC-5212-17;140
JTC-5212-20;330
JTC-5212-21;880
JTC-5212-22;1500
JTC-5212-24;1520
JTC-5212-25;115
JTC-5212-26;850
JTC-5212-27;270
JTC-5212-30;35
JTC-5216-01;50
JTC-5216-02;1880
JTC-5216-04;80
JTC-5216-09;2560
JTC-5216-10;1150
JTC-5216-12;180
JTC-5216-13;55
JTC-5216-14;35
JTC-5216-15;130
JTC-5216-16;130
JTC-5216-20;325
JTC-5216-21;960
JTC-5216-22;1585
JTC-5216-23;85
JTC-5216-24;1650
JTC-5216-25;115
JTC-5216-26;900
JTC-5216-27;275
JTC-5216-28;155
JTC-5216-31;600
JTC-5216-32;60
JTC-5216-33;35
JTC-5216-34;55
JTC-5216-7S;3490
JTC-5223-12S;14400
JTC-5223-15;4650
JTC-5223-16;170
JTC-5223-29;425
JTC-5223-35;680
JTC-5301-07S;2325
JTC-5301-10;1100
JTC-5303-01;50
JTC-5303-02;2950
JTC-5303-07S;5660
JTC-5303-08;215
JTC-5303-09;4960
JTC-5303-21;835
JTC-5303-24;3870
JTC-5303-26;3800
JTC-5303-27;240
JTC-5303-29;545
JTC-5303-30;545
JTC-5303-31;1590
JTC-5303-32;35
JTC-5303-33;1430
JTC-5303-34;50
JTC-5303-35;50
JTC-5303-05;85
JTC-5335-02B;65
JTC-5335-12;310
JTC-5335-13;2400
JTC-5335-14;155
JTC-5335-15;2550
JTC-5335-16;1500
JTC-5335-17;350
JTC-5335-19;35
JTC-5335-21;40
JTC-5335-22;1540
JTC-5335-23;45
JTC-5335-24;330
JTC-5335-25;40
JTC-5335-26;85
JTC-5335-27;40
JTC-5335-29;50
JTC-5335-30;55
JTC-5335-32;300
JTC-5335-33;110
JTC-5335-35;105
JTC-5335-31;85
JTC-5335-38;45
JTC-5335-40;50
JTC-5335-52B;55
JTC-5335-53B;135
JTC-5335-06BS;2480
JTC-5335-01BS;2150
JTC-5436-04;85
JTC-5436-09;2620
JTC-5436-10;990
JTC-5436-12;185
JTC-5436-13;115
JTC-5436-14;115
JTC-5436-15;140
JTC-5436-18;395
JTC-5436-19;1070
JTC-5436-20;1400
JTC-5436-22;1500
JTC-5436-24;945
JTC-5436-25;340
JTC-5436-27;660
JTC-5436-28;50
JTC-5436-29;580
JTC-5436-32;45
JTC-5436-07S;3070
JTC-5812-04;70
JTC-5812-05;50
JTC-5812-06;20
JTC-5812-10;940
JTC-5812-15;125
JTC-5812-16;125
JTC-5812-17;125
JTC-5812-20;315
JTC-5812-21;860
JTC-5812-24;1450
JTC-5812-26;820
JTC-5812-27;265
JTC-5812-29;825
JTC-5812-30;35
JTC-5812-34;45
JTC-5812-09;2170
JTC-5813-08S;12300
JTC-5813-27;305
JTC-5813-29;140
JTC-5813-30;35
JTC-5813-31;765
JTC-5813-32;35
JTC-5813-33;35
JTC-5813-34;35
JTC-5813-35;35
JTC-5813-36;255
JTC-5813-37;650
JTC-5813-38;35
JTC-5813-39;1200
JTC-5813-40;35
JTC-5813-41;35
JTC-5813-42;35
JTC-5813-46;800
JTC-5813-47;35
JTC-5813-48;120
JTC-5813-49;120
JTC-5813-50;35
JTC-5813-51;35
JTC-5813-52;765
JTC-5814-05;12835
JTC-5814-07;6850
JTC-5814-08;6510
JTC-5814-10;490
JTC-5814-12;7280
JTC-5814-14;1220
JTC-5814-17;910
JTC-5814-21;395
JTC-5816-01;55
JTC-5816-04;70
JTC-5816-09;2250
JTC-5816-10;980
JTC-5816-15;150
JTC-5816-16;125
JTC-5816-17;135
JTC-5816-20;340
JTC-5816-25;85
JTC-5816-27;280
JTC-5816-28;145
JTC-5816-29;835
JTC-5816-30;35
JTC-5816-31;565
JTC-5816-32;50
JTC-5816-33;35
JTC-5818-28;340
JTC-5818-38;255
JTC-5818-09;300
JTC-5818-15;1385
JTC-5818-06S;4365
JTC-5818-33;35
JTC-5818-16;165
JTC-5818-07;225
JTC-5901-08S;16350
JTC-5901-10;3750
JTC-5901-13;120
JTC-5901-15;2850
JTC-5901-16;1440
JTC-5901-26;625
JTC-5901-27;1220
JTC-5901-28;390
JTC-5901-31;55
JTC-5901-32;55
JTC-5901-35;45
JTC-5901-36;205
JTC-5901-37;140
JTC-5901-38;140
JTC-5901-39;60
JTC-5901-40;55
JTC-5901-42;60
JTC-5901-43;1155
JTC-5901-45;60
JTC-5901-46;85
JTC-5901-47;60
JTC-5901-52;45
JTC-7656-07S;2250
JTC-7656-09;1800
JTC-7656-10;1160
JTC-7656-11;2775
JTC-7656-13;155
JTC-7656-14;155
JTC-7656-15;155
JTC-7656-18;460
JTC-7656-19;960
JTC-7656-20;1280
JTC-7656-22;1330
JTC-7656-23;95
JTC-7656-24;945
JTC-7656-25;290
JTC-7656-26;800
JTC-7656-28;565
JTC-7657-08;45
JTC-7657-11;85
JTC-7657-12;235
JTC-7657-14;35
JTC-7657-16;155
JTC-7657-18;460
JTC-7657-21;45
JTC-7657-22;35
JTC-7657-23;1250
JTC-7657-26;155
JTC-7657-27;35
JTC-7657-28;170
JTC-7657-29;850
JTC-7657-30;2025
JTC-7657-31;35
JTC-7657-32;65
JTC-7657-33;1800
JTC-7657-35;960
JTC-7657-36;205
JTC-7657-37;2025
JTC-7657-38;900
JTC-7657-40S;2825
JTC-7658-02;35
JTC-7658-03;325
JTC-7658-09;35
JTC-7658-10;35
JTC-7658-11;85
JTC-7658-12;235
JTC-7658-14;35
JTC-5005-A1;105
JTC-5904;9250
JTC-5054;12000
JTC-3824;5000
JTC-3822;3050
JTC-3101;2650
JTC-3823;4590
JTC-5645A;4495
JTC-5815;5500
JTC-5642;7250
JTC-3101-15;255
JTC-3101-17;360
JTC-3101-18;25
JTC-3101-19;50
JTC-3101-21;40
JTC-3101-23;265
JTC-3101-27;300
JTC-3822-02;130
JTC-3822-03;260
JTC-3822-07;310
JTC-3822-09;25
JTC-3822-10;310
JTC-3822-11;40
JTC-3822-13;40
JTC-3822-14;215
JTC-3822-15;290
JTC-5645A-21;560
JTC-5850;75
JTC-5847;80
JTC-5848;75
JTC-5849;80
JTC-5806P;595
JTC-3732;400
JTC-3731;400
JTC-5846;105
JTC-5842;105
JTC-JW0872-60;95
JTC-5843;105
JTC-JW0872-80;95
JTC-5844;105
JTC-JW0872-100;95
JTC-5841;105
JTC-JW0872-40;95
JTC-5806;550
JTC-5845;105
JTC-5053;9350
JTC-5716A;7650
JTC-7728;37700
JTC-7727;25800
JTC-5819;11500
JTC-5235;22550
JTC-5114-07;530
JTC-5114-07A;530
JTC-5114-08;300
JTC-5114-08A;300
JTC-JW0900-11761-P;2870
JTC-JW0900-11762-P;2870
JTC-JW0900-11763-P;2900
JTC-JW0900-11764-P;3400
JTC-JW0900-11765-P;3400
JTC-JW0900-11766-P;2870
JTC-JW0900-11771-P;2870
JTC-5821A-S3;520
JTC-5821A-S4;555
JTC-5218N-A5;660
JTC-5821A-S5;570
JTC-5218N-A6;660
JTC-5821A-S6;545
JTC-5218N-A8;720
JTC-5218N-A10;650
JTC-5312;660
JTC-5310;380
JTC-5911;1280
JTC-5065;2490
JTC-5646P;120
JTC-5642A;1300
JTC-5642B;980
JTC-5005B;140
JTC-5005K;10500
JTC-5646A;10400
JTC-5005;7680
JTC-5643;14250
JTC-7779;11400
JTC-5343;13880
JTC-5342;4290
JTC-5342-W2;2080
JTC-5342-W3;1555
JTC-5342-W4;1370
JTC-5342-W5;425
JTC-5342-W6S;530
JTC-5342-W8;100
JTC-5510-29S;6400
JTC-5558;6550
JTC-5555;4580
JTC-JW0889-803;4580
JTC-JW0889-833;6060
JTC-5532;355
JTC-6741;5110
JTC-4077-2;1520
JTC-5062;1600
JTC-5063;2050
JTC-K4251;5720
JTC-K8141;5130
JTC-5129;1030
JTC-K8071;3840
JTC-K4087;7700
JTC-K4222;3645
JTC-K4162;4500
JTC-K4172;5000
JTC-K4122;6400
JTC-K4221;3850
JTC-K4161;4185
JTC-K4171;4970
JTC-K4141;4500
JTC-K4151;6050
JTC-K4121;5400
JTC-K4223;5150
JTC-K4181;7700
JTC-K4191;9100
JTC-K4152;5270
JTC-K2732;5690
JTC-K2731;6050
JTC-K2733;6315
JTC-K3231;4110
JTC-K3232;3950
JTC-K3161;3350
JTC-K3191;4000
JTC-K3411;5145
JTC-K3082;7400
JTC-I4100S;90500
JTC-B108;31700
JTC-UB1109;18900
JTC-I4115S;79700
JTC-MB1116;18650
JTC-BW1119;16100
JTC-US1119;16470
JTC-UB4012;14250
JTC-VA1123;18900
JTC-UB3013;18000
JTC-UP4014V;14100
JTC-UP4014B;14500
JTC-UP4014M;14250
JTC-UE1016;30500
JTC-UW3018;23650
JTC-H216C-B72;14400
JTC-K4241;7450
JTC-BW3026;10650
JTC-UW2027;33500
JTC-K5031;4200
JTC-US3032;13700
JTC-VA2035;15300
JTC-UW1036;11100
JTC-K5042;6550
JTC-K1401;5195
JTC-US2040;12600
JTC-UE3041;31000
JTC-MB2042;15520
JTC-VA3043;11650
JTC-UB2043;14100
JTC-MB3045;12300
JTC-BW2048;14990
JTC-K8051;4805
JTC-UE2060;15650
JTC-UF1064;11700
JTC-K4081;4900
JTC-K4082;4620
JTC-K4083;4900
JTC-K5043;4490
JTC-K8261;9000
JTC-39311;11850
JTC-39312;15550
JTC-39313;17300
JTC-7663K1;11800
JTC-7663K2;14630
JTC-UI5037;36700
JTC-K6084;6180
JTC-K6085;7050
JTC-K6172;4730
JTC-K6171;6500
JTC-K6141;8100
JTC-K6081;3950
JTC-K6082;4500
JTC-K6083;5120
JTC-K6061;4290
JTC-K6161;5400
JTC-K6102;4650
JTC-K6101;4490
JTC-6707;4850
JTC-K6086;9050
JTC-K6103;3800
JTC-K6072;4950
JTC-K6142;13280
JTC-K8053;3750
JTC-K7084;3650
JTC-K7093;3050
JTC-5526;1100
JTC-5527;1120
JTC-K7081;3460
JTC-K7082;2550
JTC-K7102;3180
JTC-7644;1770
JTC-7642;1190
JTC-7643;1590
JTC-7641;950
JTC-K4088;3690
JTC-K1111;2950
JTC-K1112;3350
JTC-5060;3350
JTC-5061;2175
JTC-5637;1550
JTC-K5041;3430
JTC-K5044;4650
JTC-3931+225;95900
JTC-3931+344;132300
JTC-3931+5639+578;224000
JTC-3931S;84900
JTC-5021+225;104000
JTC-5021+279;123900
JTC-5021+344;141900
JTC-5641;72700
JTC-5641+496;202500
JTC-5921;14100
JTC-S1053;7500
JTC-S1073;12900
JTC-5516;21000
JTC-5515;27700
JTC-S1065;22815
JTC-S1638;42390
JTC-3931C;35000
JTC-S1068;41917,5
JTC-S1067;50625
JTC-S1070;49275
JTC-5021C;43500
JTC-S1074;38137,5
JTC-3931;45500
JTC-5021;53800
JTC-3931+3011;67300
JTC-5640;37900
JTC-H4137P;11250
JTC-5639;26200
JTC-3011;17500
JTC-K3081;7520
JTC-5336;8400
JTC-6617;14700
JTC-7654;43200
JTC-5508;14840
JTC-5509;17900
JTC-5507;4270
